Customer,Name,Currency,Ctlg Nbr,Prod Group Catalog,Product ID,Descr,Brand,Category,Kit,UOM,Default UOM,Pricing UOM,List Price,Discount_pct,DFI_Price
203745,MOUNTAIN WEST DISTRIBUTORS INC,USD,SONANCE,SO,1010,Onsite-Service One Day (8hrs),SONANCE,BLAZE,N,EA,Y,Default,2000.0000,0.2,1600.00
203745,MOUNTAIN WEST DISTRIBUTORS INC,USD,SONANCE,SO,1011,Onsite-Service Additional Day,SONANCE,BLAZE,N,EA,Y,Default,1500.0000,0.2,1200.00
203745,MOUNTAIN WEST DISTRIBUTORS INC,USD,SONANCE,SO,1012,Onsite-Service Addl half day,SONANCE,BLAZE,N,EA,Y,Default,500.0000,0.2,400.00
203745,MOUNTAIN WEST DISTRIBUTORS INC,USD,SONANCE,SO,10200,"M6   6 1/2"" 2-WAY RECTANGLE PR",SONANCE,OTHER,N,PR,Y,Default,77.0000,0.25,57.75
203745,MOUNTAIN WEST DISTRIBUTORS INC,USD,SONANCE,SO,10201,M6R 6.5 IN 2-WAY ROUND,SONANCE,OTHER,N,PR,Y,Default,77.0000,0.25,57.75
203745,MOUNTAIN WEST DISTRIBUTORS INC,USD,SONANCE,SO,10202,"M LCR  TWO 5 1/4"" 2-WAY RECT",SONANCE,OTHER,N,EA,Y,Default,65.0000,0.25,48.75
203745,MOUNTAIN WEST DISTRIBUTORS INC,USD,SONANCE,SO,10204,"M6R SST 6 1/2"" ROUND EA",SONANCE,OTHER,N,EA,Y,Default,57.0000,0.25,42.75
203745,MOUNTAIN WEST DISTRIBUTORS INC,USD,SONANCE,SO,10230,M6 OUTDOOR,SONANCE,SPECIALTY_PROD,N,PR,Y,Default,90.0000,0.25,67.50
203745,MOUNTAIN WEST DISTRIBUTORS INC,USD,SONANCE,SO,124044,TINSEL T-3445 SILV.PLD CAD COP,SONANCE,,N,LBS,Y,Default,71.4500,0.25,53.59
203745,MOUNTAIN WEST DISTRIBUTORS INC,USD,SONANCE,SO,126134,HF COIL ASSY,SONANCE,,N,EA,Y,Default,12.1000,0.25,9.08
203745,MOUNTAIN WEST DISTRIBUTORS INC,USD,SONANCE,SO,126148,"1"" LF VOICE COIL ASSY",SONANCE,,N,EA,Y,Default,14.3400,0.25,10.76
203745,MOUNTAIN WEST DISTRIBUTORS INC,USD,SONANCE,SO,130001,TRANSFORMER 8 WATT,SONANCE,,N,EA,Y,Default,7.7800,0.25,5.84
203745,MOUNTAIN WEST DISTRIBUTORS INC,USD,SONANCE,SO,130003,TRANSFORMER 70 7V 32 W (16/32,SONANCE,,N,EA,Y,Default,21.4000,0.25,16.05
203745,MOUNTAIN WEST DISTRIBUTORS INC,USD,SONANCE,SO,140005,"FACE PLATE,SDS4",SONANCE,,N,EA,Y,Default,3.0000,0.25,2.25
203745,MOUNTAIN WEST DISTRIBUTORS INC,USD,SONANCE,SO,140027,"BAFFLE,SIA/II/IIIC",SONANCE,,N,EA,Y,Default,41.0000,0.25,30.75
203745,MOUNTAIN WEST DISTRIBUTORS INC,USD,SONANCE,SO,140030,"BAFFLE,M10/20/30",SONANCE,,N,EA,Y,Default,34.0000,0.25,25.50
203745,MOUNTAIN WEST DISTRIBUTORS INC,USD,SONANCE,SO,140069,"BRKT,ABB1/VC50B",SONANCE,,N,PR,Y,Default,24.0000,0.25,18.00
203745,MOUNTAIN WEST DISTRIBUTORS INC,USD,SONANCE,SO,140127,"INST,DEC,IVO,VC",SONANCE,,N,EA,Y,Default,3.0000,0.25,2.25
203745,MOUNTAIN WEST DISTRIBUTORS INC,USD,SONANCE,SO,140219,"RMFPLT, AF8  WITH 6 NUTS & 6 S",SONANCE,OTHER_SONANCE,N,EA,Y,Default,18.0000,0.25,13.50
203745,MOUNTAIN WEST DISTRIBUTORS INC,USD,SONANCE,SO,140228,"WING,NC,XL,II/III/IV",SONANCE,OTHER_SONANCE,N,EA,Y,Default,6.0000,0.25,4.50
203745,MOUNTAIN WEST DISTRIBUTORS INC,USD,SONANCE,SO,140233,"BAFFLE,AIS500",SONANCE,,N,EA,Y,Default,97.0000,0.25,72.75
203745,MOUNTAIN WEST DISTRIBUTORS INC,USD,SONANCE,SO,140250,"BAFFLE,MR-SERIES",SONANCE,,N,EA,Y,Default,37.0000,0.25,27.75
203745,MOUNTAIN WEST DISTRIBUTORS INC,USD,SONANCE,SO,140254,"WING,MED,9.5"",MR-SERIES",SONANCE,,N,EA,Y,Default,2.0000,0.25,1.50
203745,MOUNTAIN WEST DISTRIBUTORS INC,USD,SONANCE,SO,140255,"WING,LONG,18.5"",MR-SERIES",SONANCE,,N,EA,Y,Default,2.0000,0.25,1.50
203745,MOUNTAIN WEST DISTRIBUTORS INC,USD,SONANCE,SO,140259,"BAFFLE,SR-SERIES",SONANCE,,N,EA,Y,Default,58.0000,0.25,43.50
203745,MOUNTAIN WEST DISTRIBUTORS INC,USD,SONANCE,SO,140327,"BAFFLE,S-SERIES",SONANCE,,N,EA,Y,Default,43.0000,0.25,32.25
203745,MOUNTAIN WEST DISTRIBUTORS INC,USD,SONANCE,SO,140361,"FLEXBAR,S-SERIES",SONANCE,,N,EA,Y,Default,6.0000,0.25,4.50
203745,MOUNTAIN WEST DISTRIBUTORS INC,USD,SONANCE,SO,140365,STAPLE TEMP STS1,SONANCE,PARTS,N,EA,Y,Default,9.0000,0.25,6.75
203745,MOUNTAIN WEST DISTRIBUTORS INC,USD,SONANCE,SO,140405,"BAFFLE,M-SERIES",SONANCE,,N,EA,Y,Default,25.0000,0.25,18.75
203745,MOUNTAIN WEST DISTRIBUTORS INC,USD,SONANCE,SO,140406,"FLEXBAR,M-SERIES",SONANCE,,N,EA,Y,Default,2.0000,0.25,1.50
203745,MOUNTAIN WEST DISTRIBUTORS INC,USD,SONANCE,SO,140418,"WING,CLASICO,9.25""",SONANCE,,N,EA,Y,Default,6.0000,0.25,4.50
203745,MOUNTAIN WEST DISTRIBUTORS INC,USD,SONANCE,SO,140419,"WING,CLASICO,16.75""",SONANCE,,N,EA,Y,Default,7.0000,0.25,5.25
203745,MOUNTAIN WEST DISTRIBUTORS INC,USD,SONANCE,SO,140426,"BAFFLE,D-SERIES",SONANCE,,N,EA,Y,Default,83.0000,0.25,62.25
203745,MOUNTAIN WEST DISTRIBUTORS INC,USD,SONANCE,SO,140427,"FLEXBAR,D-SERIES",SONANCE,,N,EA,Y,Default,3.0000,0.25,2.25
203745,MOUNTAIN WEST DISTRIBUTORS INC,USD,SONANCE,SO,140513,"BAFFLE,GR-SERIES",SONANCE,,N,EA,Y,Default,58.0000,0.25,43.50
203745,MOUNTAIN WEST DISTRIBUTORS INC,USD,SONANCE,SO,140523,"FLEXBAR,RIGHT,DR-SERIES",SONANCE,,N,EA,Y,Default,3.0000,0.25,2.25
203745,MOUNTAIN WEST DISTRIBUTORS INC,USD,SONANCE,SO,140524,"FLEXBAR,LEFT,DR-SERIES",SONANCE,,N,EA,Y,Default,3.0000,0.25,2.25
203745,MOUNTAIN WEST DISTRIBUTORS INC,USD,SONANCE,SO,140525,"BAFFLE,DR-SERIES",SONANCE,,N,EA,Y,Default,55.0000,0.25,41.25
203745,MOUNTAIN WEST DISTRIBUTORS INC,USD,SONANCE,SO,140531,"BRKT,DR-FLEX",SONANCE,,N,EA,Y,Default,25.0000,0.25,18.75
203745,MOUNTAIN WEST DISTRIBUTORS INC,USD,SONANCE,SO,140558,"FLEXBAR,C-SERIES",SONANCE,CSERIES,N,EA,Y,Default,3.0000,0.25,2.25
203745,MOUNTAIN WEST DISTRIBUTORS INC,USD,SONANCE,SO,140566,"FLEXBAR,LEFT,SR-SERIES",SONANCE,,N,EA,Y,Default,3.0000,0.25,2.25
203745,MOUNTAIN WEST DISTRIBUTORS INC,USD,SONANCE,SO,140569,STAPLE TEMP STTR,SONANCE,PARTS,N,EA,Y,Default,9.0000,0.25,6.75
203745,MOUNTAIN WEST DISTRIBUTORS INC,USD,SONANCE,SO,140574,"FLEXBAR,MR-SERIES",SONANCE,,N,EA,Y,Default,3.0000,0.25,2.25
203745,MOUNTAIN WEST DISTRIBUTORS INC,USD,SONANCE,SO,140575,"BAFFLE,T-SERIES",SONANCE,,N,EA,Y,Default,21.0000,0.25,15.75
203745,MOUNTAIN WEST DISTRIBUTORS INC,USD,SONANCE,SO,140583,"FLEXBAR,RIGHT,SR-SERIES",SONANCE,,N,EA,Y,Default,3.0000,0.25,2.25
203745,MOUNTAIN WEST DISTRIBUTORS INC,USD,SONANCE,SO,140588,"FACE PLATE,SONAMP 260X3",SONANCE,,N,EA,Y,Default,31.0000,0.25,23.25
203745,MOUNTAIN WEST DISTRIBUTORS INC,USD,SONANCE,SO,140590,"RMFPLT,NEW DESIGN,260",SONANCE,,N,EA,Y,Default,31.0000,0.25,23.25
203745,MOUNTAIN WEST DISTRIBUTORS INC,USD,SONANCE,SO,140591,"RMFPLT,NEW DESIGN,260X3",SONANCE,,N,EA,Y,Default,31.0000,0.25,23.25
203745,MOUNTAIN WEST DISTRIBUTORS INC,USD,SONANCE,SO,140592,RMFPLT NEW DESIGN 2120 WAN,SONANCE,OTHER_SONANCE,N,EA,Y,Default,31.0000,0.25,23.25
203745,MOUNTAIN WEST DISTRIBUTORS INC,USD,SONANCE,SO,140616,"FACE PLATE,SONAMP 1250",SONANCE,,N,EA,Y,Default,31.0000,0.25,23.25
203745,MOUNTAIN WEST DISTRIBUTORS INC,USD,SONANCE,SO,140636,"PAINT PLUG,BLK ABS,D-SER",SONANCE,,N,EA,Y,Default,1.0000,0.25,0.75
203745,MOUNTAIN WEST DISTRIBUTORS INC,USD,SONANCE,SO,140637,"PAINT PLUG,BLK ABS,TR-SER",SONANCE,,N,EA,Y,Default,1.0000,0.25,0.75
203745,MOUNTAIN WEST DISTRIBUTORS INC,USD,SONANCE,SO,140709,"BAFFLE,WHT,MARINER",SONANCE,,N,EA,Y,Default,33.0000,0.25,24.75
203745,MOUNTAIN WEST DISTRIBUTORS INC,USD,SONANCE,SO,140710,"GRILLE,AL,CL OVER,MARINER",SONANCE,,N,EA,Y,Default,14.0000,0.25,10.50
203745,MOUNTAIN WEST DISTRIBUTORS INC,USD,SONANCE,SO,140712,"BRKT,WHT,MARINER",SONANCE,OUTDOOR,N,EA,Y,Default,4.0000,0.25,3.00
203745,MOUNTAIN WEST DISTRIBUTORS INC,USD,SONANCE,SO,140713,"BRKT,BASE,WHT,MARINER",SONANCE,,N,EA,Y,Default,4.0000,0.25,3.00
203745,MOUNTAIN WEST DISTRIBUTORS INC,USD,SONANCE,SO,140714,KNOB BRKT WHT MARINER,SONANCE,,N,EA,Y,Default,4.0000,0.25,3.00
203745,MOUNTAIN WEST DISTRIBUTORS INC,USD,SONANCE,SO,140740,"BAFFLE,CINEMA",SONANCE,,N,EA,Y,Default,110.0000,0.25,82.50
203745,MOUNTAIN WEST DISTRIBUTORS INC,USD,SONANCE,SO,140778,"BRKT,BASE,BLK,MARINER",SONANCE,OUTDOOR,N,EA,Y,Default,6.0000,0.25,4.50
203745,MOUNTAIN WEST DISTRIBUTORS INC,USD,SONANCE,SO,140780,"BRKT,BLK,MARINER",SONANCE,OUTDOOR,N,EA,Y,Default,6.0000,0.25,4.50
203745,MOUNTAIN WEST DISTRIBUTORS INC,USD,SONANCE,SO,140784,KNOB BRKT BLK MARINER,SONANCE,,N,EA,Y,Default,4.0000,0.25,3.00
203745,MOUNTAIN WEST DISTRIBUTORS INC,USD,SONANCE,SO,140798,"BRKT,C-MNT,AL,WHT,MAR JR",SONANCE,,N,EA,Y,Default,3.0000,0.25,2.25
203745,MOUNTAIN WEST DISTRIBUTORS INC,USD,SONANCE,SO,140805,"BRKT,C-MNT,AL,BLK,MAR JR",SONANCE,OTHER_SONANCE,N,EA,Y,Default,3.0000,0.25,2.25
203745,MOUNTAIN WEST DISTRIBUTORS INC,USD,SONANCE,SO,140816,"STRAP,RUBBER,SOUNDHENGE",SONANCE,,N,EA,Y,Default,3.0000,0.25,2.25
203745,MOUNTAIN WEST DISTRIBUTORS INC,USD,SONANCE,SO,140821,"FACE PLATE,SUB,CINEMA",SONANCE,,N,EA,Y,Default,31.0000,0.25,23.25
203745,MOUNTAIN WEST DISTRIBUTORS INC,USD,SONANCE,SO,140852,GRILLE RING CINEMA 2 SUB,SONANCE,OTHER_SONANCE,N,EA,Y,Default,24.0000,0.25,18.00
203745,MOUNTAIN WEST DISTRIBUTORS INC,USD,SONANCE,SO,140856,"RMFPLT,SONAMP 1250",SONANCE,,N,EA,Y,Default,42.0000,0.25,31.50
203745,MOUNTAIN WEST DISTRIBUTORS INC,USD,SONANCE,SO,140872,"FACE PLATE,SONAMP CINEMA 1 SUB",SONANCE,,N,EA,Y,Default,31.0000,0.25,23.25
203745,MOUNTAIN WEST DISTRIBUTORS INC,USD,SONANCE,SO,140873,"RMF,CINEMA SUB AMP 260",SONANCE,OTHER_SONANCE,N,EA,Y,Default,31.0000,0.25,23.25
203745,MOUNTAIN WEST DISTRIBUTORS INC,USD,SONANCE,SO,140875,"RMFPLT,CINEMA 2 SUB AMP",SONANCE,OTHER_SONANCE,N,EA,Y,Default,33.0000,0.25,24.75
203745,MOUNTAIN WEST DISTRIBUTORS INC,USD,SONANCE,SO,140883,"GRILLE,AL,WHT,MC/H2O",SONANCE,,N,EA,Y,Default,18.0000,0.25,13.50
203745,MOUNTAIN WEST DISTRIBUTORS INC,USD,SONANCE,SO,140884,"GRILLE,AL,BLK,MC/H2O",SONANCE,,N,EA,Y,Default,18.0000,0.25,13.50
203745,MOUNTAIN WEST DISTRIBUTORS INC,USD,SONANCE,SO,140885,"BRKT,AL,WHT,MC/H2O",SONANCE,OTHER_SONANCE,N,EA,Y,Default,12.0000,0.25,9.00
203745,MOUNTAIN WEST DISTRIBUTORS INC,USD,SONANCE,SO,140886,"BRKT,AL,BLK,MC/H2O",SONANCE,,N,EA,Y,Default,7.0000,0.25,5.25
203745,MOUNTAIN WEST DISTRIBUTORS INC,USD,SONANCE,SO,140899,TOGGLE FOOT TR/CR/HTR,SONANCE,OTHER_SONANCE,N,EA,Y,Default,1.0000,0.25,0.75
203745,MOUNTAIN WEST DISTRIBUTORS INC,USD,SONANCE,SO,140901,"BAFFLE FRAME,SR01-SER",SONANCE,,N,EA,Y,Default,58.0000,0.25,43.50
203745,MOUNTAIN WEST DISTRIBUTORS INC,USD,SONANCE,SO,140907,"BAFFLE FRAME,SYMRCT-SER",SONANCE,,N,EA,Y,Default,21.0000,0.25,15.75
203745,MOUNTAIN WEST DISTRIBUTORS INC,USD,SONANCE,SO,140933,FLEXBAR SYMP T SERIES,SONANCE,OTHER_SONANCE,N,EA,Y,Default,3.0000,0.25,2.25
203745,MOUNTAIN WEST DISTRIBUTORS INC,USD,SONANCE,SO,140935,FACE PLATE SONAMP 2120T,SONANCE,OTHER_SONANCE,N,EA,Y,Default,31.0000,0.25,23.25
203745,MOUNTAIN WEST DISTRIBUTORS INC,USD,SONANCE,SO,140936,RMFPLT SONAMP 2120T,SONANCE,OTHER_SONANCE,N,EA,Y,Default,31.0000,0.25,23.25
203745,MOUNTAIN WEST DISTRIBUTORS INC,USD,SONANCE,SO,140950,"ROTO FLEX,VIRTUOSO",SONANCE,,N,EA,Y,Default,2.0000,0.25,1.50
203745,MOUNTAIN WEST DISTRIBUTORS INC,USD,SONANCE,SO,140955,"BAFFLE,VIRTUOSO 831D",SONANCE,,N,EA,Y,Default,83.0000,0.25,62.25
203745,MOUNTAIN WEST DISTRIBUTORS INC,USD,SONANCE,SO,140956,"BAFFLE,VIRTUOSO 832D",SONANCE,,N,EA,Y,Default,165.0000,0.25,123.75
203745,MOUNTAIN WEST DISTRIBUTORS INC,USD,SONANCE,SO,140991,"FACE PLATE,NAV HARBOR",SONANCE,,N,EA,Y,Default,38.0000,0.25,28.50
203745,MOUNTAIN WEST DISTRIBUTORS INC,USD,SONANCE,SO,140997,"RMFPLT,5150",SONANCE,,N,EA,Y,Default,42.0000,0.25,31.50
203745,MOUNTAIN WEST DISTRIBUTORS INC,USD,SONANCE,SO,140999,GRILLE THE SUB,SONANCE,,N,EA,Y,Default,35.0000,0.25,26.25
203745,MOUNTAIN WEST DISTRIBUTORS INC,USD,SONANCE,SO,141000,"FRAME,VIRTUOSO DR",SONANCE,,N,EA,Y,Default,22.0000,0.25,16.50
203745,MOUNTAIN WEST DISTRIBUTORS INC,USD,SONANCE,SO,141007,"BAFFLE,VIRTUOSO 831DR",SONANCE,,N,EA,Y,Default,165.0000,0.25,123.75
203745,MOUNTAIN WEST DISTRIBUTORS INC,USD,SONANCE,SO,141009,"BAFFLE,VIRTUOSO 832DR",SONANCE,,N,EA,Y,Default,165.0000,0.25,123.75
203745,MOUNTAIN WEST DISTRIBUTORS INC,USD,SONANCE,SO,141010,"BAFFLE,VIRTUOSO 833DR",SONANCE,,N,EA,Y,Default,165.0000,0.25,123.75
203745,MOUNTAIN WEST DISTRIBUTORS INC,USD,SONANCE,SO,141014,"FACE PLATE,SONAMP 1230",SONANCE,OTHER_SONANCE,N,EA,Y,Default,31.0000,0.25,23.25
203745,MOUNTAIN WEST DISTRIBUTORS INC,USD,SONANCE,SO,141016,FACE PLATE SONAMP 1230 RMF,SONANCE,AMPS,N,EA,Y,Default,31.0000,0.25,23.25
203745,MOUNTAIN WEST DISTRIBUTORS INC,USD,SONANCE,SO,141018,FACE PLATE 1250 MKII,SONANCE,OTHER_SONANCE,N,EA,Y,Default,44.0000,0.25,33.00
203745,MOUNTAIN WEST DISTRIBUTORS INC,USD,SONANCE,SO,141020,FACE PLATE 1250 MKII RMF,SONANCE,AMPS,N,EA,Y,Default,50.0000,0.25,37.50
203745,MOUNTAIN WEST DISTRIBUTORS INC,USD,SONANCE,SO,141025,"FACE PLATE,RMF NAVHARB",SONANCE,,N,EA,Y,Default,31.0000,0.25,23.25
203745,MOUNTAIN WEST DISTRIBUTORS INC,USD,SONANCE,SO,141043,"GRILLE,6""R,HT / C",SONANCE,,N,EA,Y,Default,11.0000,0.25,8.25
203745,MOUNTAIN WEST DISTRIBUTORS INC,USD,SONANCE,SO,141104,"FACE PLATE,RMF SAT275X3",SONANCE,,N,EA,Y,Default,31.0000,0.25,23.25
203745,MOUNTAIN WEST DISTRIBUTORS INC,USD,SONANCE,SO,141106,"FRONT PANEL,260 MKII",SONANCE,,N,EA,Y,Default,31.0000,0.25,23.25
203745,MOUNTAIN WEST DISTRIBUTORS INC,USD,SONANCE,SO,141107,"FRONT PANEL,260MKII,RMF",SONANCE,OTHER_SONANCE,N,EA,Y,Default,31.0000,0.25,23.25
203745,MOUNTAIN WEST DISTRIBUTORS INC,USD,SONANCE,SO,141110,"FRONT PANEL,260X3 MKII",SONANCE,,N,EA,Y,Default,33.0000,0.25,24.75
203745,MOUNTAIN WEST DISTRIBUTORS INC,USD,SONANCE,SO,141111,"FRONT PANEL,260X3MKII RMF",SONANCE,,N,EA,Y,Default,31.0000,0.25,23.25
203745,MOUNTAIN WEST DISTRIBUTORS INC,USD,SONANCE,SO,141118,"PAINT PLUG,C SERIES PVC",SONANCE,,N,EA,Y,Default,2.0000,0.25,1.50
203745,MOUNTAIN WEST DISTRIBUTORS INC,USD,SONANCE,SO,141132,"GRILLE,HT,5""",SONANCE,,N,EA,Y,Default,11.0000,0.25,8.25
203745,MOUNTAIN WEST DISTRIBUTORS INC,USD,SONANCE,SO,141135,"FACEPLATE,ASAP2 SAT RMF",SONANCE,,N,EA,Y,Default,17.0000,0.25,12.75
203745,MOUNTAIN WEST DISTRIBUTORS INC,USD,SONANCE,SO,141140,"FLEXBAR,IN-CEILING LCR",SONANCE,,N,EA,Y,Default,3.0000,0.25,2.25
203745,MOUNTAIN WEST DISTRIBUTORS INC,USD,SONANCE,SO,141208,"BRACKET,CB10/HT/HFW",SONANCE,,N,EA,Y,Default,8.0000,0.25,6.00
203745,MOUNTAIN WEST DISTRIBUTORS INC,USD,SONANCE,SO,141215,"GRILLE,C201SQ",SONANCE,OTHER_SONANCE,N,EA,Y,Default,17.0000,0.25,12.75
203745,MOUNTAIN WEST DISTRIBUTORS INC,USD,SONANCE,SO,141225,TOWER.MOUNTING TOGGLES,SONANCE,,N,EA,Y,Default,2.0000,0.25,1.50
203745,MOUNTAIN WEST DISTRIBUTORS INC,USD,SONANCE,SO,141226,MOUNTING TOGGLE XT,SONANCE,OTHER_SONANCE,N,EA,Y,Default,1.0000,0.25,0.75
203745,MOUNTAIN WEST DISTRIBUTORS INC,USD,SONANCE,SO,141241,"GRILLE,SIL I",SONANCE,OTHER_SONANCE,N,EA,Y,Default,116.0000,0.25,87.00
203745,MOUNTAIN WEST DISTRIBUTORS INC,USD,SONANCE,SO,141261,MOUNTING TOGGLE XSSTR,SONANCE,OTHER_SONANCE,N,EA,Y,Default,1.0000,0.25,0.75
203745,MOUNTAIN WEST DISTRIBUTORS INC,USD,SONANCE,SO,141268,GRILL CR801,SONANCE,,N,EA,Y,Default,17.0000,0.25,12.75
203745,MOUNTAIN WEST DISTRIBUTORS INC,USD,SONANCE,SO,141312,"GRILLE, M",SONANCE,,N,EA,Y,Default,14.0000,0.25,10.50
203745,MOUNTAIN WEST DISTRIBUTORS INC,USD,SONANCE,SO,141314,"FRAME, M421",SONANCE,,N,EA,Y,Default,6.0000,0.25,4.50
203745,MOUNTAIN WEST DISTRIBUTORS INC,USD,SONANCE,SO,141322,"FRAME, MR, 12-02",SONANCE,,N,EA,Y,Default,6.0000,0.25,4.50
203745,MOUNTAIN WEST DISTRIBUTORS INC,USD,SONANCE,SO,141323,"GRILLE, MR",SONANCE,,N,EA,Y,Default,14.0000,0.25,10.50
203745,MOUNTAIN WEST DISTRIBUTORS INC,USD,SONANCE,SO,141324,"BAFFLE, MR, 12-02",SONANCE,OTHER_SONANCE,N,EA,Y,Default,17.0000,0.25,12.75
203745,MOUNTAIN WEST DISTRIBUTORS INC,USD,SONANCE,SO,141340,"BAFFLE, M SERIES, 1-03",SONANCE,,N,EA,Y,Default,6.0000,0.25,4.50
203745,MOUNTAIN WEST DISTRIBUTORS INC,USD,SONANCE,SO,141342,"TOGGLE FOOT, M SERIES, 1-03",SONANCE,,N,EA,Y,Default,1.0000,0.25,0.75
203745,MOUNTAIN WEST DISTRIBUTORS INC,USD,SONANCE,SO,141457,"GRILLE,PLASMA LCR",SONANCE,,N,EA,Y,Default,17.0000,0.25,12.75
203745,MOUNTAIN WEST DISTRIBUTORS INC,USD,SONANCE,SO,141464,"FRAME, CINEMA, ULTRA II",SONANCE,,N,EA,Y,Default,28.0000,0.25,21.00
203745,MOUNTAIN WEST DISTRIBUTORS INC,USD,SONANCE,SO,141467,"BACKBOX, CINEMA, ULTRA II",SONANCE,,N,EA,Y,Default,22.0000,0.25,16.50
203745,MOUNTAIN WEST DISTRIBUTORS INC,USD,SONANCE,SO,141476,"GRILL, CINEMA, ULTRA II",SONANCE,,N,EA,Y,Default,17.0000,0.25,12.75
203745,MOUNTAIN WEST DISTRIBUTORS INC,USD,SONANCE,SO,141487,"TOGGLE FOOT,CIN II ULTRA",SONANCE,OTHER_SONANCE,N,EA,Y,Default,3.0000,0.25,2.25
203745,MOUNTAIN WEST DISTRIBUTORS INC,USD,SONANCE,SO,141586,"FLEX BRACKET,SYMPHONY ROUND SE",SONANCE,,N,EA,Y,Default,50.0000,0.25,37.50
203745,MOUNTAIN WEST DISTRIBUTORS INC,USD,SONANCE,SO,141610,"FRAME,SYMPHONY",SONANCE,,N,EA,Y,Default,9.0000,0.25,6.75
203745,MOUNTAIN WEST DISTRIBUTORS INC,USD,SONANCE,SO,141612,"BAFFLE,SYMPHONY,CINEMA.5",SONANCE,,N,EA,Y,Default,19.0000,0.25,14.25
203745,MOUNTAIN WEST DISTRIBUTORS INC,USD,SONANCE,SO,141631,"BAFFLE,SYMPHONY 621",SONANCE,,N,EA,Y,Default,6.0000,0.25,4.50
203745,MOUNTAIN WEST DISTRIBUTORS INC,USD,SONANCE,SO,141732,BASE MOUNTING MARINER WHITE,SONANCE,OUTDOOR,N,EA,Y,Default,11.0000,0.25,8.25
203745,MOUNTAIN WEST DISTRIBUTORS INC,USD,SONANCE,SO,141741,BASE MOUNTING MARINER BLACK,SONANCE,OUTDOOR,N,EA,Y,Default,11.0000,0.25,8.25
203745,MOUNTAIN WEST DISTRIBUTORS INC,USD,SONANCE,SO,141770,BRACKET CONNECTOR MARINER,SONANCE,OUTDOOR,N,EA,Y,Default,11.0000,0.25,8.25
203745,MOUNTAIN WEST DISTRIBUTORS INC,USD,SONANCE,SO,141784,BRACKET CONNECTOR MARINER 5.25,SONANCE,OUTDOOR,N,EA,Y,Default,11.0000,0.25,8.25
203745,MOUNTAIN WEST DISTRIBUTORS INC,USD,SONANCE,SO,141785,BRACKET CONNECTOR MARINER 6.5,SONANCE,OUTDOOR,N,EA,Y,Default,11.0000,0.25,8.25
203745,MOUNTAIN WEST DISTRIBUTORS INC,USD,SONANCE,SO,141786,"BRACKET,CONNECTOR,MARINER 6.5,",SONANCE,OUTDOOR,N,EA,Y,Default,11.0000,0.25,8.25
203745,MOUNTAIN WEST DISTRIBUTORS INC,USD,SONANCE,SO,141787,"BRACKET,CONNECTOR,MARINER 8,WH",SONANCE,,N,EA,Y,Default,11.0000,0.25,8.25
203745,MOUNTAIN WEST DISTRIBUTORS INC,USD,SONANCE,SO,141788,"BRACKET,CONNECTOR,MARINER 8,BL",SONANCE,OUTDOOR,N,EA,Y,Default,11.0000,0.25,8.25
203745,MOUNTAIN WEST DISTRIBUTORS INC,USD,SONANCE,SO,142048,"FACEPLATE,SONAMP 275 SE",SONANCE,,N,EA,Y,Default,28.0000,0.25,21.00
203745,MOUNTAIN WEST DISTRIBUTORS INC,USD,SONANCE,SO,142049,FACEPLATE SONAMP 275 SE RMF,SONANCE,OTHER_SONANCE,N,EA,Y,Default,31.0000,0.25,23.25
203745,MOUNTAIN WEST DISTRIBUTORS INC,USD,SONANCE,SO,142050,"FACEPLATE,SONAMP 275 X3 SE",SONANCE,,N,EA,Y,Default,44.0000,0.25,33.00
203745,MOUNTAIN WEST DISTRIBUTORS INC,USD,SONANCE,SO,142051,FACEPLATE SONAMP 275 X3 SE RMF,SONANCE,OTHER_SONANCE,N,EA,Y,Default,44.0000,0.25,33.00
203745,MOUNTAIN WEST DISTRIBUTORS INC,USD,SONANCE,SO,142151,MOUNTING TOGGLE VIRTUOSO,SONANCE,OTHER_SONANCE,N,EA,Y,Default,1.0000,0.25,0.75
203745,MOUNTAIN WEST DISTRIBUTORS INC,USD,SONANCE,SO,142552,"FRAME,MSQ",SONANCE,OTHER_SONANCE,N,EA,Y,Default,0.3000,0.25,0.23
203745,MOUNTAIN WEST DISTRIBUTORS INC,USD,SONANCE,SO,142660,GRILLE W/LOGO 8 IN SUB,SONANCE,REFERENCE,N,EA,Y,Default,25.0000,0.25,18.75
203745,MOUNTAIN WEST DISTRIBUTORS INC,USD,SONANCE,SO,142661,SUB 10-150 CABINET SUBWOOFER G,SONANCE,SUBWOOFERS,N,EA,Y,Default,26.0000,0.25,19.50
203745,MOUNTAIN WEST DISTRIBUTORS INC,USD,SONANCE,SO,142662,GRILLE W/LOGO 12 IN SUB,SONANCE,REFERENCE,N,EA,Y,Default,29.0000,0.25,21.75
203745,MOUNTAIN WEST DISTRIBUTORS INC,USD,SONANCE,SO,142799,"VP FRAME.8"" RECTANGLE",SONANCE,OTHER_SONANCE,N,EA,Y,Default,55.0000,0.25,41.25
203745,MOUNTAIN WEST DISTRIBUTORS INC,USD,SONANCE,SO,142800,VP FRAME 8 IN ROUND,SONANCE,OTHER_SONANCE,N,EA,Y,Default,55.0000,0.25,41.25
